proxy,close_to_close_squared_return,parkinson,garman_klass,rogers_satchell,yang_zhang_5,yang_zhang_10,yang_zhang_20
close_to_close_squared_return,1.0,0.6555455109681119,0.4893711165787611,0.34646985614499237,0.4174390885917506,0.35889907770653195,0.2743368515565888
parkinson,0.6555455109681119,1.0,0.9153438724488466,0.7846677856931876,0.5057468886980304,0.45937949207203543,0.37323675104699267
garman_klass,0.4893711165787611,0.9153438724488466,1.0,0.9566099802503784,0.5311496016435895,0.4807073549689179,0.38825561462434205
rogers_satchell,0.34646985614499237,0.7846677856931876,0.9566099802503784,1.0,0.4998604504107285,0.4562643999668221,0.36797197939500637
yang_zhang_5,0.4174390885917506,0.5057468886980304,0.5311496016435895,0.4998604504107285,1.0,0.8421688067413482,0.6620015158411005
yang_zhang_10,0.35889907770653195,0.45937949207203543,0.4807073549689179,0.4562643999668221,0.8421688067413482,1.0,0.8345285897670397
yang_zhang_20,0.2743368515565888,0.37323675104699267,0.38825561462434205,0.36797197939500637,0.6620015158411005,0.8345285897670397,1.0
