model,split,n_obs,mse,rmse,mae,qlike,mean_actual_var,mean_pred_var
LSTM,validation,750,22.975942860925,4.793322736987882,2.365527489282396,1.6659036798837383,2.1342407332578572,1.7858029827276867
LSTM,test,745,14.007940744406389,3.742718362955779,1.643025251575996,1.1638616895994396,1.2104611788275565,1.5720048778009095
ARIMA-GARCH-LSTM,validation,750,22.253459407094056,4.717357248194593,2.3884534216966244,1.6184120320617688,2.1342407332578572,1.9414540697733562
ARIMA-GARCH-LSTM,test,745,13.97774423717851,3.738682152467432,1.7269140934002467,1.1729861197030997,1.2104611788275565,1.7078216701545972
