proxy,proxy_group,model,price_source,n_obs,rmse,mae,qlike,mean_actual_var,mean_pred_var,pred_actual_ratio,qlike_rank
yang_zhang_20,rolling_sensitivity,Calibrated-Hybrid-LogTarget-Small-isotonic,processed_clean,745,1.4547656630922212,0.9319805785591047,1.0494255495773903,1.1009720588078091,1.6219658680650064,1.4732125625616304,10.0
yang_zhang_20,rolling_sensitivity,ComboStack-PoolD_AllStable,processed_clean,745,1.4531997329854007,0.9497272399107899,1.062344295885475,1.1009720588078091,1.6684734378806985,1.5154548424120862,11.0
yang_zhang_20,rolling_sensitivity,EWMA(lambda=0.90),processed_clean,745,0.8473771580582344,0.38535172289793845,0.7697113486700605,1.1009720588078091,1.2335363252771319,1.1204065674590056,1.0
yang_zhang_20,rolling_sensitivity,"GARCH(1,1)",processed_clean,745,1.0741561402802136,0.4766040559767512,0.8058062197250307,1.1009720588078091,1.2544741754263462,1.1394241710227935,4.0
yang_zhang_20,rolling_sensitivity,HAR-Parkinson,processed_clean,745,1.3329727196796184,0.6183700850196595,0.9486789176372811,1.1009720588078091,1.180899570123749,1.0725972204984835,8.0
yang_zhang_20,rolling_sensitivity,HAR-SquaredReturn,processed_clean,745,1.2965888928914893,0.5891434873079425,0.8899368471454874,1.1009720588078091,1.2107500354693332,1.0997100478466253,7.0
yang_zhang_20,rolling_sensitivity,HistoricalMean,processed_clean,745,1.5220340239571781,0.7879360843960289,1.0997143232774722,1.1009720588078091,1.198772908441445,1.0888313639308338,14.0
yang_zhang_20,rolling_sensitivity,Hybrid-QLIKE,processed_clean,745,1.63338516903104,1.1793634166534503,1.1806999844858626,1.1009720588078091,1.8373984749685197,1.6688874710936372,15.0
yang_zhang_20,rolling_sensitivity,LSTM,processed_clean,745,1.4780728117276882,0.9360204836901218,1.0890234906399954,1.1009720588078091,1.5720048778009095,1.4278335814472527,13.0
yang_zhang_20,rolling_sensitivity,RollingVol-10,processed_clean,745,1.4918532505417292,0.6526828798716456,1.0400571152835016,1.1009720588078091,1.2330362163534714,1.1199523243929264,9.0
yang_zhang_20,rolling_sensitivity,RollingVol-20,processed_clean,745,0.502285364881963,0.32248008190796534,0.7792664225201599,1.1009720588078091,1.2275574730983645,1.1149760461928786,2.0
yang_zhang_20,rolling_sensitivity,RollingVol-5,processed_clean,745,2.1915487217752,0.906950900671791,2.008323170115718,1.1009720588078091,1.2078618748922212,1.0970867654899055,16.0
