model,split,regime,threshold_source,q50,q75,q90,n_obs,rmse,mae,qlike,mean_actual_var,mean_pred_var,pred_actual_ratio
Calibrated-Hybrid-LogTarget-Small-isotonic,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.4901733470202274,1.3720032970989544,0.3696268822091061,0.08384782905334565,1.4558511261523,17.363015150053066
Calibrated-Hybrid-LogTarget-Small-isotonic,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.88213897537978,5.873405310003657,5.086723126957555,7.95855861532247,2.136030495519537,0.2683941400402675
Calibrated-Hybrid-LogTarget-Small-isotonic,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.7038022808401815,0.5473591984313295,1.4747525366690166,1.524715411321571,1.7512827275013703,1.1485964623282836
Calibrated-Hybrid-LogTarget-Small-isotonic,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1901428238432539,1.0443420242081156,0.8085104582024899,0.5675483883492694,1.6091472715121085,2.835260049266212
Calibrated-Hybrid-LogTarget-Small-scale_mean,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.5405710067051688,1.459638939574667,0.45060104304979914,0.08384782905334565,1.5434867686280127,18.40819000389403
Calibrated-Hybrid-LogTarget-Small-scale_mean,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.980708900765567,5.898499905084567,4.8291483136230955,7.95855861532247,2.107411459366538,0.2647981325800851
Calibrated-Hybrid-LogTarget-Small-scale_mean,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.7030809348154723,0.5425090004403598,1.4593792347945211,1.524715411321571,1.8314590556878303,1.2011809168377097
Calibrated-Hybrid-LogTarget-Small-scale_mean,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1882452632827372,1.0813958692577137,0.8280166679105823,0.5675483883492694,1.6489442576069828,2.905380918097546
Calibrated-Hybrid-LogTarget-Small-scale_qlike,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.506350897206345,1.4269785358170328,0.4304657469759232,0.08384782905334565,1.5108263648703786,18.018670035084163
Calibrated-Hybrid-LogTarget-Small-scale_qlike,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,11.0069466700775,5.940660220502536,4.897987115456018,7.95855861532247,2.062818327410145,0.25919496571133344
Calibrated-Hybrid-LogTarget-Small-scale_qlike,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.67699229361342,0.5218970917740035,1.4576093374341308,1.524715411321571,1.792705116593484,1.1757637545223134
Calibrated-Hybrid-LogTarget-Small-scale_qlike,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1526714145319452,1.046503969746876,0.8145832385017945,0.5675483883492694,1.6140523580961454,2.843902636726117
