model,split,regime,threshold_source,q50,q75,q90,n_obs,rmse,mae,qlike,mean_actual_var,mean_pred_var,pred_actual_ratio
Calibrated-LSTM-LogTarget-Small-scale_mean,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.96900986558009,5.586731814540376,4.220270523052499,7.95855861532247,2.4339531549182074,0.3058283883506444
Calibrated-LSTM-LogTarget-Small-scale_mean,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.888214457223758,0.7385380973376132,1.4894683603690795,1.524715411321571,2.218998029252499,1.4553522662495735
Calibrated-LSTM-LogTarget-Small-scale_mean,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.683135912088574,1.6056920628500588,1.0235512322648592,0.5675483883492694,2.1732404511993284,3.8291720949472876
Calibrated-LSTM-LogTarget-Small-scale_qlike,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.9679063116550604,1.919310532474175,0.7153723672207007,0.08384782905334565,2.003158361527521,23.89040222201903
Calibrated-LSTM-LogTarget-Small-scale_qlike,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,11.03105811688446,5.680431032492756,4.345042661007277,7.95855861532247,2.3125755934942966,0.2905771893219378
Calibrated-LSTM-LogTarget-Small-scale_qlike,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.7930645740374374,0.6490086483700451,1.4758044084854653,1.524715411321571,2.1083399547324966,1.3827760505844562
Calibrated-LSTM-LogTarget-Small-scale_qlike,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.5731792358410113,1.4973158495193468,0.9866663051622192,0.5675483883492694,2.064864237868616,3.6382170758590866
Calibrated-LSTM-LogTarget-affine_nonnegative,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.5510626814252366,1.4874891575882174,0.4792749864770354,0.08384782905334565,1.571336986641563,18.740341931117232
Calibrated-LSTM-LogTarget-affine_nonnegative,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.838778546812705,5.917287687297328,4.593081298777295,7.95855861532247,2.2635890469306124,0.2844219859828091
Calibrated-LSTM-LogTarget-affine_nonnegative,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.7369519871093652,0.5089590898969687,1.4524480546260117,1.524715411321571,1.8284394556571162,1.1992004816638453
Calibrated-LSTM-LogTarget-affine_nonnegative,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.146603522745394,1.0612339086498719,0.8243890432725929,0.5675483883492694,1.6287822969991415,2.8698562632456786
Calibrated-LSTM-LogTarget-isotonic,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.5706061305406112,1.4388844890738295,0.4218135888997698,0.08384782905334565,1.5227323181271748,18.160664805744492
Calibrated-LSTM-LogTarget-isotonic,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.698135185140849,5.911190262857086,4.560720073985729,7.95855861532247,2.3998074186148615,0.30153794607914997
Calibrated-LSTM-LogTarget-isotonic,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,1.025472434586584,0.6521028189805034,1.477948433243258,1.524715411321571,1.855955469995506,1.217247137540787
Calibrated-LSTM-LogTarget-isotonic,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1998591444521018,1.0186073467422625,0.7974462769893639,0.5675483883492694,1.5861557350915316,2.794749782842148
Calibrated-LSTM-LogTarget-scale_mean,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.5231044707913501,1.4581306359719919,0.46048762790006526,0.08384782905334565,1.5419784650253374,18.390201421247298
Calibrated-LSTM-LogTarget-scale_mean,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.853510791797628,5.943720780461912,4.642763877996827,7.95855861532247,2.235204709829861,0.2808554686682161
Calibrated-LSTM-LogTarget-scale_mean,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.7262368669844684,0.50000741437128,1.451869840282361,1.524715411321571,1.7994427462456826,1.1801826969703069
Calibrated-LSTM-LogTarget-scale_mean,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1197575706797376,1.0319562280091337,0.8125187708428965,0.5675483883492694,1.599504616358403,2.818270035107681
Calibrated-LSTM-LogTarget-scale_qlike,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.5580390647399054,1.4917911884394217,0.4808747182646581,0.08384782905334565,1.5756390174927672,18.791649530846108
Calibrated-LSTM-LogTarget-scale_qlike,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.824659430249719,5.9048673592452685,4.579963724940639,7.95855861532247,2.2839980147411834,0.286986391021088
Calibrated-LSTM-LogTarget-scale_qlike,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.7535165872092849,0.5182343109211734,1.4538802959433335,1.524715411321571,1.8387236041473805,1.2059454443066446
Calibrated-LSTM-LogTarget-scale_qlike,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1550229999138173,1.0668725451186232,0.8262216235483032,0.5675483883492694,1.6344209334678927,2.8797913394162786
Calibrated-LSTM-QLIKE-affine_nonnegative,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.7704706389845106,1.7613668246846055,0.6541116156605274,0.08384782905334565,1.8452146537379512,22.006707562625017
Calibrated-LSTM-QLIKE-affine_nonnegative,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,11.130312484494924,5.897932401705557,4.5255473032482865,7.95855861532247,2.060626213616913,0.25891952465483214
Calibrated-LSTM-QLIKE-affine_nonnegative,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.5517162628437544,0.4729739556724212,1.4469738277726374,1.524715411321571,1.936184572355046,1.2698662045245726
Calibrated-LSTM-QLIKE-affine_nonnegative,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.339597811814751,1.314782503399134,0.9313330016322444,0.5675483883492694,1.8823308917484032,3.3165998360478413
Calibrated-LSTM-QLIKE-isotonic,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.4971482693123952,1.46218566766306,0.47492420165984894,0.08384782905334565,1.5460334967164058,18.438563218289037
Calibrated-LSTM-QLIKE-isotonic,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.998798489940292,6.011355369880417,4.7803534565756785,7.95855861532247,2.085370090037616,0.2620286148326772
Calibrated-LSTM-QLIKE-isotonic,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.7393347701716676,0.46366765354574085,1.4470438575991214,1.524715411321571,1.743625669582796,1.1435745035668532
Calibrated-LSTM-QLIKE-isotonic,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1646914441143361,1.0392376277690505,0.8117434610128273,0.5675483883492694,1.6067860161183198,2.831099601554156
Calibrated-LSTM-QLIKE-scale_mean,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.9050781958197518,1.8955558898842078,0.7212250570239894,0.08384782905334565,1.9794037189375533,23.60709563128006
Calibrated-LSTM-QLIKE-scale_mean,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,11.048168590877285,5.750450834999568,4.33752546326304,7.95855861532247,2.210480597642587,0.27774886188395825
Calibrated-LSTM-QLIKE-scale_mean,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.6657128539698093,0.577523082447483,1.4635537610148852,1.524715411321571,2.076989219278858,1.36221435413878
Calibrated-LSTM-QLIKE-scale_mean,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.4755621630259526,1.4516707631191454,0.9809848593029298,0.5675483883492694,2.019219151468415,3.55779206305452
Calibrated-LSTM-QLIKE-scale_qlike,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.751516401533627,1.7424699518209428,0.6442888962949562,0.08384782905334565,1.826317780874288,21.781336517518522
Calibrated-LSTM-QLIKE-scale_qlike,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,11.141995859745187,5.919035307808848,4.554665069870131,7.95855861532247,2.039523307513621,0.2562679256501251
Calibrated-LSTM-QLIKE-scale_qlike,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.5367144428457108,0.45934824884043307,1.444863876921427,1.524715411321571,1.9163560750957915,1.2568614843571102
Calibrated-LSTM-QLIKE-scale_qlike,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.320476181653365,1.2955055225467123,0.9241753882116924,0.5675483883492694,1.8630539108959814,3.2826344839331263
Calibrated-LSTM-affine_nonnegative,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.6180418729135575,1.60520068391084,0.5682803924346768,0.08384782905334565,1.6890485129641857,20.144212820221973
Calibrated-LSTM-affine_nonnegative,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,11.20534077513655,6.014631346016507,4.747411098680311,7.95855861532247,1.9439272693059617,0.2442561980461328
Calibrated-LSTM-affine_nonnegative,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.4855413753134819,0.4041838002774123,1.436087025046507,1.524715411321571,1.805462933245519,1.184131097409585
Calibrated-LSTM-affine_nonnegative,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.2038765367069137,1.1698174956620768,0.8745983132610351,0.5675483883492694,1.737365884011346,3.061176667357869
Calibrated-LSTM-isotonic,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.3851393977940805,1.3318439073153938,0.3846820585154815,0.08384782905334565,1.4156917363687391,16.884059520110508
Calibrated-LSTM-isotonic,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,11.190214899321223,6.163662068472272,5.195351574937577,7.95855861532247,1.8171001523839665,0.22832025750059012
Calibrated-LSTM-isotonic,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.6816850072168826,0.48632265271244374,1.4551856650682224,1.524715411321571,1.6640795866620588,1.0914034017795438
Calibrated-LSTM-isotonic,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.0647363572305995,0.9362043343682972,0.7718899385430001,0.5675483883492694,1.5037527227175667,2.6495586166516554
Calibrated-LSTM-scale_mean,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.7375062709138074,1.724053627305856,0.6329936812700079,0.08384782905334565,1.8079014563592015,21.56169666848475
Calibrated-LSTM-scale_mean,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,11.130127279839309,5.877843399471749,4.546456634473967,7.95855861532247,2.0807152158507205,0.26144372573254115
Calibrated-LSTM-scale_mean,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.574193067775097,0.4835934998239653,1.4479276032970188,1.524715411321571,1.9325075871792563,1.2674546166646437
Calibrated-LSTM-scale_mean,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.3253761735408038,1.2920703779706213,0.9209170376996524,0.5675483883492694,1.8596187663198906,3.276581881817416
Calibrated-LSTM-scale_qlike,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.6334698122225428,1.6205507779682247,0.5768769032890921,0.08384782905334565,1.7043986070215706,20.327283678832025
Calibrated-LSTM-scale_qlike,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,11.195559382610897,5.996964910626683,4.719612458492027,7.95855861532247,1.9615937046957863,0.24647600143563247
Calibrated-LSTM-scale_qlike,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.4960184397935167,0.41379018968812264,1.4374402394686694,1.524715411321571,1.8218710030136298,1.194892495665466
Calibrated-LSTM-scale_qlike,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.2195488752056645,1.185606698593178,0.8806748609587705,0.5675483883492694,1.7531550869424473,3.088996679281477
ComboMean-PoolA_Econometric,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,373,1.2034333328269995,0.9337216134044171,-0.053807744209248054,0.0831955140456374,1.0169171274500544,12.223220676203988
ComboMean-PoolA_Econometric,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,75,10.654050742863182,6.097381896780946,6.581233452863571,7.93821096681794,2.0367696998871487,0.2565779252278546
ComboMean-PoolA_Econometric,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,111,1.6913059359593992,0.9512635433972386,1.7042753649056446,1.52400099858541,1.5906908019240233,1.0437596848036945
ComboMean-PoolA_Econometric,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,186,1.1209723231351592,0.6627058265320691,0.6319528222522739,0.5711382695332308,1.1520998887935292,2.017199599906159
ComboMean-PoolB_GARCH_Neural,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.4873307344349058,1.4519250132936554,0.4676640150589788,0.08384782905334565,1.5357728423470007,18.31619088634855
ComboMean-PoolB_GARCH_Neural,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,11.019508399874725,5.995242528259614,4.725937290430136,7.95855861532247,2.0094214913713095,0.25248560555960553
ComboMean-PoolB_GARCH_Neural,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.6348097096123126,0.45714488722039154,1.443283899239791,1.524715411321571,1.795336408094626,1.1774895136256869
ComboMean-PoolB_GARCH_Neural,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1133279605726656,1.03914622162285,0.8176439814561494,0.5675483883492694,1.606694609972119,2.8309385471875554
ComboMean-PoolC_GARCH_CalibratedNeural,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.3664728031261506,1.2530814165217852,0.29835040295772497,0.08384782905334565,1.336929245575131,15.944709131640726
ComboMean-PoolC_GARCH_CalibratedNeural,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.772864114512457,5.859527765368552,5.035581835458978,7.95855861532247,2.2304424067285376,0.28025708102900776
ComboMean-PoolC_GARCH_CalibratedNeural,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.9078265287458853,0.618686232662951,1.4772531412087142,1.524715411321571,1.7650698764699906,1.1576389032101988
ComboMean-PoolC_GARCH_CalibratedNeural,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.09176382222689,0.9071163869025349,0.7506864547702893,0.5675483883492694,1.4738826631887902,2.596928638059602
ComboMean-PoolD_AllStable,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.4953017048110513,1.4406461656882856,0.45158657640314653,0.08384782905334565,1.5244939947416314,18.1816752079737
ComboMean-PoolD_AllStable,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.930947824977409,5.916705725546515,4.667616620259551,7.95855861532247,2.124787587399611,0.26698145859085537
ComboMean-PoolD_AllStable,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.7584813770747292,0.5087669821128955,1.452898565930069,1.524715411321571,1.8242779718810478,1.1964711305041682
ComboMean-PoolD_AllStable,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1556343763574326,1.0530463262359402,0.818771934651499,0.5675483883492694,1.6205947145852095,2.855430035311624
ComboMedian-PoolA_Econometric,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,373,1.2000783131290405,0.9180883713358846,-0.07521412170012926,0.0831955140456374,1.001283885381522,12.035311000449637
ComboMedian-PoolA_Econometric,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,75,10.671563969740816,6.122042015461191,6.678354213104836,7.93821096681794,2.0019983033237922,0.25219766918418146
ComboMedian-PoolA_Econometric,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,111,1.692489895323485,0.9572770468414779,1.7307249335444121,1.52400099858541,1.5614260316561885,1.0245570922233758
ComboMedian-PoolA_Econometric,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,186,1.1333834685801785,0.6618645035766094,0.6299877804661235,0.5711382695332308,1.1409737829452302,1.997719017984391
ComboMedian-PoolB_GARCH_Neural,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.5689676595504614,1.5479943491333306,0.5317335690806828,0.08384782905334565,1.6318421781866763,19.46194906428008
ComboMedian-PoolB_GARCH_Neural,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,11.176824094177112,6.020720758665309,4.758480641033519,7.95855861532247,1.9398636077493874,0.2437455953411718
ComboMedian-PoolB_GARCH_Neural,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.5201405699416466,0.4232268841758105,1.437948226212094,1.524715411321571,1.8164261010087146,1.1913214016996776
ComboMedian-PoolB_GARCH_Neural,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1700941907649274,1.1262057689089802,0.8564585112534899,0.5675483883492694,1.6937541572582493,2.984334361664882
ComboMedian-PoolC_GARCH_CalibratedNeural,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.3772481403163626,1.2634692058486277,0.3036579765689738,0.08384782905334565,1.3473170349019734,16.068597721770278
ComboMedian-PoolC_GARCH_CalibratedNeural,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.882648070622464,5.891802847813319,5.081736727124948,7.95855861532247,2.1918375326697146,0.27540634411485126
ComboMedian-PoolC_GARCH_CalibratedNeural,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.7642044177280701,0.5652283671640065,1.4709369420295877,1.524715411321571,1.738120889035397,1.1399641376542875
ComboMedian-PoolC_GARCH_CalibratedNeural,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.0724817192392262,0.9128720428563709,0.7550774066193904,0.5675483883492694,1.478618852732753,2.6052736349641625
ComboMedian-PoolD_AllStable,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.5559481369681065,1.5201505168780727,0.5085279401128053,0.08384782905334565,1.6039983459314182,19.129873295955257
ComboMedian-PoolD_AllStable,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.9811294693919,5.890462145625442,4.601905652443554,7.95855861532247,2.116241998300049,0.2659076976860717
ComboMedian-PoolD_AllStable,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.5764260946730634,0.45682110263063447,1.4427299338300452,1.524715411321571,1.8243539044098387,1.1965209316199876
ComboMedian-PoolD_AllStable,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1779463892323185,1.1159379194364818,0.8484981627924687,0.5675483883492694,1.6834863077857511,2.966242777434747
ComboPair-BestGARCHFamily_BestCalibratedNeural,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.4577156088740697,1.339994637144651,0.34824127889618245,0.08384782905334565,1.4238424661979967,16.981268117175937
ComboPair-BestGARCHFamily_BestCalibratedNeural,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.877020705870551,5.889237952519303,5.127762416076573,7.95855861532247,2.1226909181514615,0.2667180102267115
ComboPair-BestGARCHFamily_BestCalibratedNeural,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.7140490014324496,0.5452501132574074,1.476426944148561,1.524715411321571,1.7314282916013908,1.1355747300413577
ComboPair-BestGARCHFamily_BestCalibratedNeural,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1598964623151924,1.0116533956546998,0.7952896656228139,0.5675483883492694,1.57559013086786,2.776133565369657
ComboPair-BestGARCHFamily_HybridQLIKE,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.1953305855391154,1.0830467360461302,0.16726007474862198,0.08384782905334565,1.166894565099476,13.916813091929603
ComboPair-BestGARCHFamily_HybridQLIKE,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.891919829324847,6.133312925301545,5.4742416985819675,7.95855861532247,1.9508220121845707,0.24512252864842737
ComboPair-BestGARCHFamily_HybridQLIKE,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,1.0183859233063437,0.6317081091823308,1.5057062030005923,1.524715411321571,1.5611891264800788,1.0239216544200163
ComboPair-BestGARCHFamily_HybridQLIKE,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,0.9335966914568504,0.7122287057588983,0.6691351635060484,0.5675483883492694,1.2709146527141995,2.239306249130036
ComboPair-BestRefitGARCH_BestCalibratedNeural,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.4453949747829131,1.3262115499421303,0.33897176907026827,0.08384782905334565,1.410059378995476,16.81688595775531
ComboPair-BestRefitGARCH_BestCalibratedNeural,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.845465862024259,5.870798736550944,5.1209813300228895,7.95855861532247,2.145945606107804,0.2696399825436045
ComboPair-BestRefitGARCH_BestCalibratedNeural,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,0.7529560174964738,0.559717777697459,1.4775436591791862,1.524715411321571,1.743466120343876,1.1434698615872843
ComboPair-BestRefitGARCH_BestCalibratedNeural,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.1510137348123188,0.9964420757798113,0.7885009258958371,0.5675483883492694,1.5605653136009705,2.7496603736994465
ComboPair-BestRefitGARCH_HybridQLIKE,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,364,1.311591511495701,1.1637688123364014,0.21703695735613515,0.08384782905334565,1.2476166413897471,14.879534216634145
ComboPair-BestRefitGARCH_HybridQLIKE,test,extreme-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,73,10.717698105783185,5.961963650489859,5.355304732822651,7.95855861532247,2.1801362804410056,0.27393607131869685
ComboPair-BestRefitGARCH_HybridQLIKE,test,high-volatility,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,109,1.1996431976662387,0.7361496412327945,1.511826455323598,1.524715411321571,1.7449698743835431,1.1444561138600042
ComboPair-BestRefitGARCH_HybridQLIKE,test,normal,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,180,1.0914763823146996,0.7989742384015301,0.6973681327341028,0.5675483883492694,1.3570817931105914,2.3911296745246733
ComboPair-GARCH11_ARIMAGARCH,test,calm,test_actual_var_quantiles_for_diagnostic_grouping,0.2872709111767263,0.9910271514632224,2.3761147014451307,373,1.2522087294481514,0.9319726354995966,-0.07676533658803793,0.0831955140456374,1.015168149545234,12.202198173670247
