proxy,model,split,n_obs,rmse,mae,qlike,mean_actual_var,mean_pred_var,pred_actual_ratio,qlike_rank
yang_zhang_20,Calibrated-Hybrid-QLIKE-isotonic,test,725,1.5487601280981158,0.9954228127557259,1.0821592812803864,1.0950145343807003,1.6548953287754915,1.5112998748564,41.0
yang_zhang_20,Calibrated-Hybrid-QLIKE-isotonic,validation,731,1.7681724627377753,1.1599003021189898,1.5973047097581754,1.937985542881421,2.157600260684686,1.113321133178702,60.0
yang_zhang_20,Calibrated-Hybrid-QLIKE-scale_mean,test,725,1.771334882351472,1.4051617389232394,1.2359005662576357,1.0950145343807003,2.095076986222845,1.9132869203491831,70.0
yang_zhang_20,Calibrated-Hybrid-QLIKE-scale_mean,validation,731,1.601996336394831,1.2246615523521203,1.6076239803101562,1.937985542881421,2.157600260684685,1.1133211331787016,64.0
yang_zhang_20,Calibrated-Hybrid-QLIKE-scale_qlike,test,725,1.68387887351687,1.257091653183706,1.1946101965378708,1.0950145343807003,1.9212399064482295,1.754533703550165,64.0
yang_zhang_20,Calibrated-Hybrid-QLIKE-scale_qlike,validation,731,1.5974824175330475,1.1561085045647796,1.6000250573379386,1.937985542881421,1.9785753699027098,1.0209443394303857,62.0
yang_zhang_20,Calibrated-LSTM-LogTarget-Small-affine_nonnegative,test,725,1.7660060511304203,1.3803496703645237,1.210218643642494,1.0950145343807003,2.072137854660917,1.892338219814444,67.0
yang_zhang_20,Calibrated-LSTM-LogTarget-Small-affine_nonnegative,validation,731,1.5409331748940456,1.1619734257933487,1.5756355100932373,1.937985542881421,2.0566391699176387,1.0612252384812955,58.0
yang_zhang_20,Calibrated-LSTM-LogTarget-Small-isotonic,test,725,1.9236320052471845,1.4054121886551165,1.1653776316778777,1.0950145343807003,2.11968989227957,1.93576416177744,59.0
yang_zhang_20,Calibrated-LSTM-LogTarget-Small-isotonic,validation,731,1.4395907978904543,1.0446792192567564,1.540530582257776,1.937985542881421,2.157600260684686,1.113321133178702,48.0
yang_zhang_20,Calibrated-LSTM-LogTarget-Small-scale_mean,test,725,1.8244923423045936,1.473157237228603,1.2344888541854084,1.0950145343807003,2.173859780940592,1.9852337231030879,69.0
yang_zhang_20,Calibrated-LSTM-LogTarget-Small-scale_mean,validation,731,1.5419948861514778,1.193788417238113,1.582295853233812,1.937985542881421,2.157600260684686,1.113321133178702,59.0
yang_zhang_20,Calibrated-LSTM-LogTarget-Small-scale_qlike,test,725,1.7623099137501337,1.3742836405740588,1.2086232887686597,1.0950145343807003,2.065452682572688,1.8862331208606578,66.0
yang_zhang_20,Calibrated-LSTM-LogTarget-Small-scale_qlike,validation,731,1.5411085234850799,1.159991074602725,1.5752582199797787,1.937985542881421,2.0500039999923536,1.0578014926491053,57.0
yang_zhang_20,Calibrated-LSTM-LogTarget-affine_nonnegative,test,725,1.4812557615840538,0.9862465877832867,1.0887281093757655,1.0950145343807003,1.6937298076810299,1.5467646816568885,45.0
yang_zhang_20,Calibrated-LSTM-LogTarget-affine_nonnegative,validation,731,1.840999459067064,1.2269356929396615,1.6127080912997789,1.937985542881421,2.1860936546096057,1.1280237165027014,66.0
yang_zhang_20,Calibrated-LSTM-LogTarget-isotonic,test,725,1.4863418337777137,0.9628515992928834,1.0629849599882895,1.0950145343807003,1.6768369505821847,1.5313376196696253,37.0
yang_zhang_20,Calibrated-LSTM-LogTarget-isotonic,validation,731,1.7893324997064985,1.2069697810997937,1.653342813399773,1.937985542881421,2.157600260684685,1.1133211331787016,69.0
yang_zhang_20,Calibrated-LSTM-LogTarget-scale_mean,test,725,1.4696623973889464,0.9631485014644429,1.0808726254125784,1.0950145343807003,1.664543525625943,1.5201108965803338,40.0
