epoch,loss,mae,val_loss,val_mae,lr
1,1.0714412927627563,1.299119234085083,1.6825602054595947,2.361272096633911,0.0010000000474974513
2,1.019871711730957,1.2377495765686035,1.701322078704834,2.6100292205810547,0.0010000000474974513
3,0.9881191253662109,1.2184603214263916,1.727977991104126,2.6018059253692627,0.0010000000474974513
4,0.971186101436615,1.200473666191101,1.7629404067993164,2.6979587078094482,0.0010000000474974513
5,0.9667689204216003,1.1983875036239624,1.866042137145996,2.7738258838653564,0.0010000000474974513
6,0.9625732898712158,1.2011700868606567,1.8209433555603027,3.189784288406372,0.0010000000474974513
7,0.9453359842300415,1.2246569395065308,1.8201966285705566,2.655775785446167,0.0005000000237487257
8,0.9464010000228882,1.1761586666107178,1.8352534770965576,2.8006393909454346,0.0005000000237487257
9,0.935382068157196,1.186815857887268,1.9085566997528076,2.670638084411621,0.0005000000237487257
10,0.936363160610199,1.1695295572280884,1.8877233266830444,3.0210394859313965,0.0005000000237487257
11,0.9312178492546082,1.1971983909606934,2.0090134143829346,2.686875581741333,0.0005000000237487257
12,0.9180825352668762,1.1549932956695557,1.9474848508834839,2.857753038406372,0.0002500000118743628
13,0.9150875806808472,1.177581548690796,1.99965238571167,2.806727647781372,0.0002500000118743628
14,0.9128235578536987,1.1604821681976318,2.005953550338745,2.9001169204711914,0.0002500000118743628
15,0.9124813675880432,1.1724307537078857,2.065438747406006,2.896253824234009,0.0002500000118743628
16,0.9026041030883789,1.157522201538086,2.07962703704834,2.8770973682403564,0.0002500000118743628
