epoch,loss,mae,val_loss,val_mae,lr
1,6.127903461456299,1.7923954725265503,6.780768394470215,1.9590445756912231,0.0010000000474974513
2,5.999978542327881,1.7744065523147583,6.840235710144043,1.9212642908096313,0.0010000000474974513
3,5.977981090545654,1.7654765844345093,6.82767391204834,1.9190677404403687,0.0010000000474974513
4,5.917878150939941,1.7544491291046143,6.803431510925293,1.9227352142333984,0.0010000000474974513
5,5.925181865692139,1.7577673196792603,6.925187587738037,1.9146732091903687,0.0010000000474974513
6,5.885978698730469,1.7479664087295532,6.791633605957031,1.9683634042739868,0.0010000000474974513
7,5.83399772644043,1.7502301931381226,6.772035598754883,1.937929630279541,0.0005000000237487257
8,5.818556308746338,1.7317149639129639,6.795408248901367,1.9344120025634766,0.0005000000237487257
9,5.800012111663818,1.732685923576355,6.79548978805542,1.9637495279312134,0.0005000000237487257
10,5.777061939239502,1.7363922595977783,6.793774604797363,1.9514802694320679,0.0005000000237487257
11,5.783325672149658,1.730700135231018,6.825843811035156,1.9499479532241821,0.0005000000237487257
12,5.750888347625732,1.7303112745285034,6.814145088195801,1.9573554992675781,0.0005000000237487257
13,5.701241493225098,1.7199733257293701,6.808390140533447,1.9634857177734375,0.0002500000118743628
14,5.697487831115723,1.7180458307266235,6.8112263679504395,1.9633619785308838,0.0002500000118743628
15,5.681163311004639,1.7167309522628784,6.828780174255371,1.964699387550354,0.0002500000118743628
16,5.671157360076904,1.7169699668884277,6.827037811279297,1.9616836309432983,0.0002500000118743628
17,5.667800426483154,1.7146896123886108,6.844439506530762,1.9650335311889648,0.0002500000118743628
18,5.632328510284424,1.7146117687225342,6.848832130432129,1.9651029109954834,0.0001250000059371814
19,5.607451438903809,1.7053214311599731,6.860946178436279,1.96488618850708,0.0001250000059371814
20,5.60698938369751,1.7099056243896484,6.855775356292725,1.9694137573242188,0.0001250000059371814
21,5.599517345428467,1.7069061994552612,6.856162071228027,1.9668926000595093,0.0001250000059371814
22,5.60451078414917,1.705399751663208,6.8508172035217285,1.9669346809387207,0.0001250000059371814
