model,alpha,n_obs,violation_count,expected_violation_count,violation_rate,kupiec_lr_uc,kupiec_p_value,christoffersen_lr_ind,christoffersen_ind_p_value,christoffersen_lr_cc,christoffersen_cc_p_value,average_var,average_shortfall_on_violation_days,average_return_on_violation_days,n00,n01,n10,n11
ARIMA-GARCH,0.05,745,35,37.25,0.04697986577181208,0.14587354802921482,0.7025103516368938,0.3212220037223119,0.5708741893418507,0.4670955517515267,0.7917197697313111,-1.705266810774642,1.0995280817859199,-2.779670869348006,675,34,34,1
"GARCH(1,1)",0.05,745,35,37.25,0.04697986577181208,0.14587354802921482,0.7025103516368938,0.3212220037223119,0.5708741893418507,0.4670955517515267,0.7917197697313111,-1.704364492661337,1.097893324661761,-2.747517358339723,675,34,34,1
AdvGARCH-BestQLIKE,0.05,745,34,37.25,0.04563758389261745,0.3070846893322141,0.5794746706215251,0.2454152202128057,0.6203220256527404,0.5524999095450198,0.7586232855501056,-1.6454698269781964,1.1518632823017003,-2.830039832999514,677,33,33,1
Refit-BestAsymmetric-rolling_1000_monthly,0.05,745,31,37.25,0.04161073825503356,1.1678168592314933,0.2798502716136477,0.3669717622302642,0.5446595619922735,1.5347886214617574,0.46422110970152186,-1.7745108798835678,1.144722011082951,-2.995686453862601,684,29,29,2
Calibrated-Hybrid-LogTarget-Small-isotonic,0.05,726,21,36.300000000000004,0.028925619834710745,7.950523399792559,0.004807347139588146,0.22617702143176643,0.6343731134940847,8.176700421224325,0.016766872561463933,-2.0419931320306364,1.4573587658949234,-3.490094801195847,684,20,20,1
ComboStack-PoolD_AllStable,0.05,726,18,36.300000000000004,0.024793388429752067,11.829265129680465,0.0005830700148123862,0.916647840556152,0.3383566819723543,12.745912970236617,0.0017071047277504468,-2.101413965926513,1.5777283204841643,-3.7419512445463616,689,18,18,0
Hybrid-QLIKE,0.05,726,18,36.300000000000004,0.024793388429752067,11.829265129680465,0.0005830700148123862,0.5403218870704052,0.4622993566329675,12.36958701675087,0.002060526990274706,-2.251180445104651,1.509071621891149,-3.8513135645382794,690,17,17,1
LSTM-LogTarget,0.05,726,87,36.300000000000004,0.11983471074380166,54.51352964046714,1.543812824959239e-13,4.896828950344229,0.0269060592667202,59.41035859081137,1.2566216797164632e-13,-0.9032874870854876,0.9573316276125141,-1.8892467244936977,569,69,70,17
