series,n_obs,mean,std,min,max,skewness,excess_kurtosis,jarque_bera_stat,jarque_bera_p_value
log_return_pct,3968,0.032737846864213827,1.1745578664669816,-6.91023648310038,6.546904849399772,-0.781445482029247,3.979438512350585,3013.1716345320524,0.0
