proxy,proxy_group,model,price_source,n_obs,rmse,mae,qlike,mean_actual_var,mean_pred_var,pred_actual_ratio,qlike_rank
close_to_close_squared_return,daily_one_day,Hybrid-QLIKE,processed_clean,724,3.8119957831243165,1.8646181088397886,1.2302562588592583,1.2116860289432663,1.8777877434841177,1.5497312823865528,13.0
close_to_close_squared_return,daily_one_day,LSTM,processed_clean,724,3.774475041602427,1.6413526641394454,1.1607047658442304,1.2116860289432663,1.5684586488410255,1.294443124188621,9.0
close_to_close_squared_return,daily_one_day,RollingVol-10,processed_clean,724,3.9790256021180097,1.479865023311608,1.3089036750132734,1.2116860289432663,1.2201388624784004,1.0069760922658373,15.0
close_to_close_squared_return,daily_one_day,RollingVol-20,processed_clean,724,3.9022009250308907,1.457764584553131,1.2801252722569787,1.2116860289432663,1.1994933792037872,0.9899374512470756,14.0
close_to_close_squared_return,daily_one_day,RollingVol-5,processed_clean,724,4.016173309912317,1.4935113798896675,1.9246030401634644,1.2116860289432663,1.2043076073375614,0.9939106159273456,16.0
parkinson,daily_one_day,ARIMA-GARCH,processed_clean,724,1.56506178721448,0.8775554262522006,0.6468406812428625,0.7770137934369462,1.2353415203536016,1.5898579031516873,5.0
parkinson,daily_one_day,ARIMA-GARCH-LSTM,processed_clean,724,1.5212714262562044,1.2823959004658583,0.9379651678084864,0.7770137934369462,1.7013490777977265,2.1895995826176913,14.0
parkinson,daily_one_day,AdvGARCH-BestAsymmetric,processed_clean,724,1.3626158900949694,0.7889916481742535,0.6195670835299765,0.7770137934369462,1.1305865322152,1.455040491899512,1.0
parkinson,daily_one_day,AdvGARCH-BestQLIKE,processed_clean,724,1.3311647639079858,0.7887208946412242,0.6227495481435039,0.7770137934369462,1.128452097151263,1.4522935199899198,2.0
parkinson,daily_one_day,Calibrated-Hybrid-LogTarget-Small-isotonic,processed_clean,724,1.4833145970886796,1.196047125915164,0.8697859459204362,0.7770137934369462,1.6068515525573455,2.067983304967854,11.0
parkinson,daily_one_day,ComboStack-PoolD_AllStable,processed_clean,724,1.4910976781199432,1.23877393299078,0.8874812480070355,0.7770137934369462,1.6946408571961524,2.180966247330422,12.0
parkinson,daily_one_day,EWMA(lambda=0.90),processed_clean,724,1.6163711556946725,0.8754586669601068,0.6463715853504293,0.7770137934369462,1.2084312009849107,1.5552249023015234,4.0
parkinson,daily_one_day,"GARCH(1,1)",processed_clean,724,1.59529111121028,0.8766890711054017,0.6428190490613005,0.7770137934369462,1.2406879635964736,1.596738660337764,3.0
parkinson,daily_one_day,HAR-Parkinson,processed_clean,724,1.3235278008303226,0.8256021717280639,0.6607870685465516,0.7770137934369462,1.1778396606359651,1.515854249415645,6.0
parkinson,daily_one_day,HAR-SquaredReturn,processed_clean,724,1.4921933813655446,0.8562874658273002,0.6710492999608394,0.7770137934369462,1.2032470662932078,1.548553032721484,7.0
parkinson,daily_one_day,HistoricalMean,processed_clean,724,1.3503837011427329,0.9545466728560293,0.8294727595170355,0.7770137934369462,1.198772908441445,1.5427948880275881,10.0
parkinson,daily_one_day,Hybrid-QLIKE,processed_clean,724,1.6337715516957996,1.4403988128248812,1.01725652281134,0.7770137934369462,1.8777877434841177,2.4166723413984004,15.0
parkinson,daily_one_day,LSTM,processed_clean,724,1.4498775806347026,1.1850610737705551,0.9072424711057772,0.7770137934369462,1.5684586488410255,2.018572465622908,13.0
parkinson,daily_one_day,RollingVol-10,processed_clean,724,2.1098444160428085,0.9382329355081648,0.7295352615738636,0.7770137934369462,1.2201388624784004,1.5702924102304412,9.0
parkinson,daily_one_day,RollingVol-20,processed_clean,724,1.7579719391350077,0.912768805103405,0.6861076613164756,0.7770137934369462,1.1994933792037872,1.5437221183656178,8.0
parkinson,daily_one_day,RollingVol-5,processed_clean,724,2.4993150042203753,1.002846364378858,1.2586570972441973,0.7770137934369462,1.2043076073375614,1.5499179261806626,16.0
garman_klass,daily_one_day,ARIMA-GARCH,processed_clean,724,1.5147019185860202,0.8447966658661544,0.5859052195974284,0.7256920640827415,1.2353415203536016,1.7022943773197323,5.0
garman_klass,daily_one_day,ARIMA-GARCH-LSTM,processed_clean,724,1.5162205468035477,1.2539342430973617,0.9050964235894158,0.7256920640827415,1.7013490777977265,2.3444504384214175,14.0
garman_klass,daily_one_day,AdvGARCH-BestAsymmetric,processed_clean,724,1.3217804730899039,0.7545848349125882,0.5607596920377327,0.7256920640827415,1.1305865322152,1.5579425326143481,1.0
garman_klass,daily_one_day,AdvGARCH-BestQLIKE,processed_clean,724,1.2948629754497332,0.7558844576200768,0.5648362281079657,0.7256920640827415,1.128452097151263,1.5550012918738492,2.0
garman_klass,daily_one_day,Calibrated-Hybrid-LogTarget-Small-isotonic,processed_clean,724,1.4694102063252734,1.168710648219468,0.835832713093866,0.7256920640827415,1.6068515525573455,2.214233325795522,11.0
garman_klass,daily_one_day,ComboStack-PoolD_AllStable,processed_clean,724,1.4871603561583775,1.2218270424349391,0.8563029691037825,0.7256920640827415,1.6946408571961524,2.335206544304905,12.0
garman_klass,daily_one_day,EWMA(lambda=0.90),processed_clean,724,1.5579109873248012,0.8411101519978198,0.5687352364086136,0.7256920640827415,1.2084312009849107,1.6652120931105134,3.0
garman_klass,daily_one_day,"GARCH(1,1)",processed_clean,724,1.5418019469683462,0.8439745117630867,0.5817527792424161,0.7256920640827415,1.2406879635964736,1.7096617491121051,4.0
garman_klass,daily_one_day,HAR-Parkinson,processed_clean,724,1.2959429098748887,0.7862402644263126,0.6074880333651814,0.7256920640827415,1.1778396606359651,1.623057104978443,7.0
garman_klass,daily_one_day,HAR-SquaredReturn,processed_clean,724,1.4500527403096775,0.8190180465107906,0.6140426023380599,0.7256920640827415,1.2032470662932078,1.6580683816820916,8.0
garman_klass,daily_one_day,HistoricalMean,processed_clean,724,1.3342339937422094,0.9128794773092822,0.7866608733017142,0.7256920640827415,1.198772908441445,1.6519030147541534,10.0
garman_klass,daily_one_day,Hybrid-QLIKE,processed_clean,724,1.6404724034508538,1.4125772547372486,0.9899234258296181,0.7256920640827415,1.8777877434841177,2.587582028828715,15.0
garman_klass,daily_one_day,LSTM,processed_clean,724,1.4483304137242698,1.15240685336597,0.8748757811088084,0.7256920640827415,1.5684586488410255,2.161328098335376,13.0
garman_klass,daily_one_day,RollingVol-10,processed_clean,724,2.0516760452932985,0.9073878213852228,0.660657883877821,0.7256920640827415,1.2201388624784004,1.6813451915319326,9.0
garman_klass,daily_one_day,RollingVol-20,processed_clean,724,1.7073761309581619,0.8821623420983413,0.6004653683773458,0.7256920640827415,1.1994933792037872,1.6528958198267194,6.0
garman_klass,daily_one_day,RollingVol-5,processed_clean,724,2.469464134254032,0.9594953335966061,1.190265663655699,0.7256920640827415,1.2043076073375614,1.65952980188612,16.0
rogers_satchell,daily_one_day,ARIMA-GARCH,processed_clean,724,1.827367792710945,0.9089084318318408,0.5885242122031779,0.7672245298855075,1.2353415203536016,1.6101434094370666,5.0
rogers_satchell,daily_one_day,ARIMA-GARCH-LSTM,processed_clean,724,1.9082209493112288,1.321677545003519,0.9189162018816985,0.7672245298855075,1.7013490777977265,2.217537385114131,14.0
rogers_satchell,daily_one_day,AdvGARCH-BestAsymmetric,processed_clean,724,1.701611428757805,0.8216310220722804,0.5677974555467903,0.7672245298855075,1.1305865322152,1.4736058196469772,2.0
rogers_satchell,daily_one_day,AdvGARCH-BestQLIKE,processed_clean,724,1.6856817470046936,0.8231618972474023,0.5727807543369655,0.7672245298855075,1.128452097151263,1.4708237982428187,3.0
rogers_satchell,daily_one_day,Calibrated-Hybrid-LogTarget-Small-isotonic,processed_clean,724,1.8439493516896182,1.2286970365139882,0.8489511702086546,0.7672245298855075,1.6068515525573455,2.0943693664188956,11.0
rogers_satchell,daily_one_day,ComboStack-PoolD_AllStable,processed_clean,724,1.854922285399547,1.2807221838637872,0.8680379896885991,0.7672245298855075,1.6946408571961524,2.208793894336307,12.0
rogers_satchell,daily_one_day,EWMA(lambda=0.90),processed_clean,724,1.8546140673221176,0.9083274589512467,0.5653226962044924,0.7672245298855075,1.2084312009849107,1.575068515034633,1.0
rogers_satchell,daily_one_day,"GARCH(1,1)",processed_clean,724,1.8408956998286767,0.907295287592312,0.5840236455315824,0.7672245298855075,1.2406879635964736,1.6171119604082795,4.0
rogers_satchell,daily_one_day,HAR-Parkinson,processed_clean,724,1.7378199202607663,0.8551251240540857,0.6232878537553542,0.7672245298855075,1.1778396606359651,1.5351955193764901,7.0
rogers_satchell,daily_one_day,HAR-SquaredReturn,processed_clean,724,1.8064704133816578,0.8802897621728857,0.6237044754529191,0.7672245298855075,1.2032470662932078,1.5683115169333386,8.0
rogers_satchell,daily_one_day,HistoricalMean,processed_clean,724,1.8076091543630899,0.9769915118988216,0.8213066894611428,0.7672245298855075,1.198772908441445,1.5624799022267146,10.0
rogers_satchell,daily_one_day,Hybrid-QLIKE,processed_clean,724,2.0175664180247437,1.4831252561219168,1.007505178535797,0.7672245298855075,1.8777877434841177,2.4475074379651796,15.0
rogers_satchell,daily_one_day,LSTM,processed_clean,724,1.873298836610265,1.2233279459061215,0.8947561251883481,0.7672245298855075,1.5684586488410255,2.0443280783463553,13.0
rogers_satchell,daily_one_day,RollingVol-10,processed_clean,724,2.2420409011855065,0.9731441388461043,0.6785694035562396,0.7672245298855075,1.2201388624784004,1.5903282741239793,9.0
rogers_satchell,daily_one_day,RollingVol-20,processed_clean,724,2.0000359809371027,0.9588604999286475,0.6032285062822872,0.7672245298855075,1.1994933792037872,1.5634189633936586,6.0
rogers_satchell,daily_one_day,RollingVol-5,processed_clean,724,2.6729134012330005,1.0068860721989668,1.3101059121093352,0.7672245298855075,1.2043076073375614,1.569693825505396,16.0
