proxy,proxy_group,model,price_source,n_obs,rmse,mae,qlike,mean_actual_var,mean_pred_var,pred_actual_ratio,qlike_rank
yang_zhang_5,rolling_sensitivity,ARIMA-GARCH,processed_clean,726,1.533872593915004,0.5551299498862273,0.7268197232970152,1.0996923928966782,1.2360802749299291,1.1240236659944463,4.0
yang_zhang_5,rolling_sensitivity,ARIMA-GARCH-LSTM,processed_clean,726,2.3275492357685508,1.15451986583753,1.062112322124659,1.0996923928966782,1.701790788777932,1.547515286793317,12.0
yang_zhang_5,rolling_sensitivity,AdvGARCH-BestAsymmetric,processed_clean,726,1.6043488000600596,0.5262928012455416,0.7166982487513572,1.0996923928966782,1.1304084713598492,1.0279315185424376,1.0
yang_zhang_5,rolling_sensitivity,AdvGARCH-BestQLIKE,processed_clean,726,1.6796333957384217,0.5394103902805248,0.7209264851796682,1.0996923928966782,1.128430246451634,1.0261326292157555,2.0
yang_zhang_5,rolling_sensitivity,Calibrated-Hybrid-LogTarget-Small-isotonic,processed_clean,726,2.113491002219652,1.034599740505532,0.973571758038461,1.0996923928966782,1.6066065595897965,1.4609599647751184,10.0
yang_zhang_5,rolling_sensitivity,ComboStack-PoolD_AllStable,processed_clean,726,2.0988367686957603,1.0672551032746849,0.9882754609230943,1.0996923928966782,1.694052811418728,1.540478794216678,11.0
yang_zhang_5,rolling_sensitivity,EWMA(lambda=0.90),processed_clean,726,1.6189356297285957,0.559858350299454,0.7286105815689503,1.0996923928966782,1.2114811329580946,1.1016545542949114,5.0
yang_zhang_5,rolling_sensitivity,"GARCH(1,1)",processed_clean,726,1.4716933998778094,0.5428834626382292,0.7237117458410178,1.0996923928966782,1.2413202424783485,1.1287886053377265,3.0
yang_zhang_5,rolling_sensitivity,HAR-Parkinson,processed_clean,726,1.9601649605418174,0.5764839158649796,0.7500434706470742,1.0996923928966782,1.1766173953397372,1.0699513818045356,6.0
yang_zhang_5,rolling_sensitivity,HAR-SquaredReturn,processed_clean,726,1.4632494010638837,0.5753337359889736,0.7649699519868175,1.0996923928966782,1.2032527849264671,1.0941721455006181,7.0
yang_zhang_5,rolling_sensitivity,HistoricalMean,processed_clean,726,2.4333759793605174,0.96061006381914,1.0986468434386136,1.0996923928966782,1.198772908441445,1.090098391318122,14.0
yang_zhang_5,rolling_sensitivity,Hybrid-QLIKE,processed_clean,726,2.4460868766514277,1.3385226354274893,1.1558642754554262,1.0996923928966782,1.8776064628411915,1.707392426254241,15.0
yang_zhang_5,rolling_sensitivity,LSTM,processed_clean,726,2.362668786109266,1.1016705422310953,1.0627227173602667,1.0996923928966782,1.5685885013299212,1.426388425947126,13.0
yang_zhang_5,rolling_sensitivity,RollingVol-10,processed_clean,726,1.8234417830976561,0.6415714069369618,0.8367012678893926,1.0996923928966782,1.2185407392830263,1.1080741734270727,9.0
yang_zhang_5,rolling_sensitivity,RollingVol-20,processed_clean,726,2.0920957471142825,0.729669732103756,0.8002834861648481,1.0996923928966782,1.208200177193738,1.09867103291607,8.0
yang_zhang_5,rolling_sensitivity,RollingVol-5,processed_clean,726,1.4081034297713921,0.6387242532191928,1.362000003113793,1.0996923928966782,1.2018147037722362,1.092864433304444,16.0
yang_zhang_10,rolling_sensitivity,ARIMA-GARCH,processed_clean,726,0.9362558493598813,0.4329237633097447,0.7344653029291476,1.1033282727841673,1.2360802749299291,1.1203195870353,3.0
yang_zhang_10,rolling_sensitivity,ARIMA-GARCH-LSTM,processed_clean,726,1.8538535468120543,1.0863814743686013,1.066573546873142,1.1033282727841673,1.701790788777932,1.5424156443336567,12.0
yang_zhang_10,rolling_sensitivity,AdvGARCH-BestAsymmetric,processed_clean,726,1.1725279342033974,0.4498012652233784,0.7370228428344665,1.1033282727841673,1.1304084713598492,1.0245440991984616,4.0
yang_zhang_10,rolling_sensitivity,AdvGARCH-BestQLIKE,processed_clean,726,1.2234209714486743,0.4595039761332572,0.7395083725541687,1.1033282727841673,1.128430246451634,1.0227511378858476,5.0
yang_zhang_10,rolling_sensitivity,Calibrated-Hybrid-LogTarget-Small-isotonic,processed_clean,726,1.7401108324425976,0.9700938874786852,0.997519334470044,1.1033282727841673,1.6066065595897965,1.4561455545190043,10.0
yang_zhang_10,rolling_sensitivity,ComboStack-PoolD_AllStable,processed_clean,726,1.7313697304750353,1.0146148696989,1.0146010026353072,1.1033282727841673,1.694052811418728,1.5354023396354297,11.0
yang_zhang_10,rolling_sensitivity,EWMA(lambda=0.90),processed_clean,726,0.8965633052052118,0.4082664815481291,0.7214621456094895,1.1033282727841673,1.2114811329580946,1.0980241899367007,1.0
yang_zhang_10,rolling_sensitivity,"GARCH(1,1)",processed_clean,726,0.8998308811152522,0.42797005132921456,0.7331902397499588,1.1033282727841673,1.2413202424783485,1.1250688241188351,2.0
yang_zhang_10,rolling_sensitivity,HAR-Parkinson,processed_clean,726,1.614341738621567,0.5898287098061499,0.828095054967659,1.1033282727841673,1.1766173953397372,1.066425491273445,9.0
yang_zhang_10,rolling_sensitivity,HAR-SquaredReturn,processed_clean,726,1.221496956438236,0.5491559531226082,0.8060056410725959,1.1033282727841673,1.2032527849264671,1.0905664384817655,7.0
yang_zhang_10,rolling_sensitivity,HistoricalMean,processed_clean,726,1.9725449740306744,0.8893166629910128,1.1016798448201817,1.1033282727841673,1.198772908441445,1.0865061088450403,14.0
yang_zhang_10,rolling_sensitivity,Hybrid-QLIKE,processed_clean,726,2.025948580069198,1.278814088310411,1.171339664868672,1.1033282727841673,1.8776064628411915,1.7017659287413984,15.0
yang_zhang_10,rolling_sensitivity,LSTM,processed_clean,726,1.8937752023240997,1.008166038981405,1.0679200155327144,1.1033282727841673,1.5685885013299212,1.4216879418595012,13.0
